Time(s)	ST-1	ST-2	ST-3	ST-4	SP-1	SC-1	AB-1	AVE-1	AR-1
1398.000	32.896	55.851	37.806	40.603	4.051	33.760	5.000	1.000	0.000
1399.000	32.895	55.850	37.802	40.601	4.051	33.765	5.000	1.000	0.000
1400.000	32.892	55.845	37.801	40.605	4.051	33.740	5.000	1.000	0.000
1401.000	32.883	55.851	37.797	40.605	4.052	33.728	5.000	1.000	0.000
1402.000	32.885	55.848	37.797	40.605	4.052	33.802	5.000	1.000	0.000
1403.000	32.882	55.845	37.791	40.607	4.052	33.869	5.000	1.000	0.000
1404.000	32.882	55.845	37.790	40.599	4.053	33.904	5.000	1.000	0.000
1405.000	32.883	55.849	37.783	40.605	4.053	33.909	5.000	1.000	0.000
1406.000	32.879	55.845	37.780	40.588	4.053	33.985	5.000	1.000	0.000
1407.000	32.880	55.847	37.774	40.583	4.053	33.898	5.000	1.000	0.000
1408.000	32.882	55.837	37.766	40.542	4.054	33.903	5.000	1.000	0.000
1409.000	32.883	55.832	37.764	40.545	4.054	33.829	5.000	1.000	0.000
1410.000	32.881	55.826	37.760	40.565	4.054	33.793	5.000	1.000	0.000
1411.000	32.878	55.830	37.758	40.576	4.054	33.831	5.000	1.000	0.000
1412.000	32.883	55.826	37.751	40.566	4.055	33.821	5.000	1.000	0.000
1413.000	32.881	55.829	37.747	40.542	4.055	33.731	5.000	1.000	0.000
1414.000	32.880	55.828	37.741	40.538	4.055	33.790	5.000	1.000	0.000
1415.000	32.876	55.826	37.739	40.545	4.055	33.766	5.000	1.000	0.000
1416.000	32.873	55.823	37.736	40.540	4.056	33.669	5.000	1.000	0.000
1417.000	32.867	55.822	37.730	40.538	4.056	33.602	5.000	1.000	0.000
1418.000	32.859	55.822	37.725	40.527	4.056	33.531	5.000	1.000	0.000
1419.000	32.859	55.817	37.724	40.535	4.056	33.446	5.000	1.000	0.000
1420.000	32.851	55.816	37.716	40.523	4.057	33.523	5.000	1.000	0.000
1421.000	32.845	55.816	37.715	40.510	4.057	33.555	5.000	1.000	0.000
1422.000	32.838	55.816	37.704	40.487	4.057	33.526	5.000	1.000	0.000
1423.000	32.842	55.811	37.700	40.486	4.057	33.551	5.000	1.000	0.000
1424.000	32.837	55.810	37.695	40.488	4.058	33.599	5.000	1.000	0.000
1425.000	32.830	55.804	37.690	40.479	4.058	33.670	5.000	1.000	0.000
1426.000	32.829	55.804	37.684	40.451	4.058	33.760	5.000	1.000	0.000
1427.000	32.828	55.806	37.683	40.455	4.058	33.782	5.000	1.000	0.000
1428.000	32.830	55.805	37.674	40.425	4.058	33.775	5.000	1.000	0.000
1429.000	32.827	55.806	37.671	40.438	4.059	33.791	5.000	1.000	0.000
1430.000	32.823	55.803	37.665	40.440	4.059	33.837	5.000	1.000	0.000
1431.000	32.828	55.799	37.660	40.429	4.059	33.841	5.000	1.000	0.000
1432.000	32.839	55.797	37.656	40.421	4.059	33.821	5.000	1.000	0.000
1433.000	32.832	55.797	37.653	40.420	4.060	33.816	5.000	1.000	0.000
1434.000	32.833	55.798	37.650	40.443	4.060	33.249	5.000	1.000	0.000
1435.000	32.834	55.798	37.643	40.419	4.060	29.589	5.000	1.000	0.000
1436.000	32.837	55.791	37.636	40.407	4.060	24.837	5.000	1.000	0.000
1437.000	32.841	55.789	37.633	40.413	4.060	20.468	5.000	1.000	0.000
1438.000	32.844	55.786	37.632	40.413	4.061	16.664	5.000	1.000	0.000
1439.000	32.844	55.780	37.631	40.408	4.061	18.885	5.000	1.000	0.000
1440.000	32.841	55.770	37.634	40.420	4.061	23.349	5.000	1.000	0.000
1441.000	32.837	55.771	37.635	40.433	4.061	26.938	5.000	1.000	0.000
1442.000	32.838	55.761	37.632	40.418	4.061	29.510	5.000	1.000	0.000
1443.000	32.834	55.756	37.629	40.399	4.062	31.094	5.000	1.000	0.000
1444.000	32.828	55.757	37.631	40.408	4.062	32.124	5.000	1.000	0.000
1445.000	32.821	55.760	37.624	40.394	4.062	32.795	5.000	1.000	0.000
1446.000	32.824	55.757	37.622	40.386	4.062	33.116	5.000	1.000	0.000
1447.000	32.826	55.751	37.626	40.403	4.063	33.391	5.000	1.000	0.000
1448.000	32.825	55.746	37.623	40.402	4.063	33.495	5.000	1.000	0.000
1449.000	32.827	55.747	37.618	40.377	4.063	33.654	5.000	1.000	0.000
1450.000	32.823	55.746	37.612	40.358	4.063	33.784	5.000	1.000	0.000
1451.000	32.827	55.739	37.613	40.392	4.063	33.822	5.000	1.000	0.000
1452.000	32.825	55.739	37.607	40.376	4.064	33.794	5.000	1.000	0.000
1453.000	32.822	55.741	37.603	40.363	4.064	33.848	5.000	1.000	0.000
1454.000	32.821	55.734	37.600	40.362	4.064	33.782	5.000	1.000	0.000
1455.000	32.819	55.738	37.598	40.380	4.064	33.885	5.000	1.000	0.000
1456.000	32.822	55.734	37.596	40.367	4.064	34.004	5.000	1.000	0.000
1457.000	32.824	55.734	37.590	40.357	4.064	33.989	5.000	1.000	0.000
1458.000	32.827	55.729	37.583	40.359	4.064	33.941	5.000	1.000	0.000
1459.000	32.822	55.728	37.577	40.341	4.064	33.982	5.000	1.000	0.000
1460.000	32.822	55.727	37.576	40.349	4.065	33.911	5.000	1.000	0.000
1461.000	32.820	55.730	37.568	40.328	4.065	33.852	5.000	1.000	0.000
1462.000	32.820	55.727	37.563	40.311	4.065	33.875	5.000	1.000	0.000
1463.000	32.820	55.721	37.558	40.317	4.065	33.887	5.000	1.000	0.000
1464.000	32.821	55.720	37.554	40.321	4.065	33.869	5.000	1.000	0.000
1465.000	32.819	55.723	37.547	40.318	4.065	33.879	5.000	1.000	0.000
1466.000	32.827	55.716	37.538	40.298	4.066	33.908	5.000	1.000	0.000
1467.000	32.829	55.720	37.533	40.289	4.066	33.873	5.000	1.000	0.000
1468.000	32.830	55.716	37.532	40.308	4.066	33.949	5.000	1.000	0.000
1469.000	32.835	55.713	37.527	40.292	4.066	33.868	5.000	1.000	0.000
1470.000	32.837	55.714	37.523	40.278	4.066	33.859	5.000	1.000	0.000
1471.000	32.835	55.712	37.513	40.246	4.066	33.759	5.000	1.000	0.000
1472.000	32.836	55.710	37.508	40.245	4.066	33.821	5.000	1.000	0.000
1473.000	32.831	55.713	37.506	40.249	4.066	33.866	5.000	1.000	0.000
1474.000	32.831	55.710	37.499	40.248	4.067	33.871	5.000	1.000	0.000
1475.000	32.830	55.708	37.495	40.223	4.067	33.825	5.000	1.000	0.000
1476.000	32.827	55.703	37.495	40.215	4.067	33.821	5.000	1.000	0.000
1477.000	32.820	55.705	37.492	40.230	4.067	33.891	5.000	1.000	0.000
1478.000	32.820	55.700	37.490	40.237	4.067	33.806	5.000	1.000	0.000
1479.000	32.824	55.705	37.482	40.241	4.067	33.834	5.000	1.000	0.000
1480.000	32.823	55.702	37.475	40.233	4.067	33.737	5.000	1.000	0.000
1481.000	32.825	55.702	37.466	40.217	4.067	33.704	5.000	1.000	0.000
1482.000	32.822	55.698	37.470	40.261	4.068	33.745	5.000	1.000	0.000
1483.000	32.821	55.698	37.459	40.232	4.068	33.705	5.000	1.000	0.000
1484.000	32.828	55.697	37.456	40.227	4.068	33.695	5.000	1.000	0.000
1485.000	32.823	55.694	37.451	40.212	4.068	33.753	5.000	1.000	0.000
1486.000	32.829	55.693	37.447	40.219	4.068	33.743	5.000	1.000	0.000
1487.000	32.829	55.694	37.441	40.187	4.068	33.783	5.000	1.000	0.000
1488.000	32.826	55.692	37.441	40.197	4.068	33.702	5.000	1.000	0.000
1489.000	32.826	55.695	37.436	40.183	4.068	33.803	5.000	1.000	0.000
1490.000	32.834	55.690	37.430	40.172	4.068	33.847	5.000	1.000	0.000
1491.000	32.834	55.697	37.427	40.177	4.068	33.741	5.000	1.000	0.000
1492.000	32.832	55.700	37.421	40.179	4.069	33.812	5.000	1.000	0.000
1493.000	32.840	55.691	37.420	40.177	4.069	33.797	5.000	1.000	0.000
1494.000	32.840	55.687	37.414	40.171	4.069	33.805	5.000	1.000	0.000
1495.000	32.841	55.686	37.412	40.169	4.069	33.848	5.000	1.000	0.000
1496.000	32.845	55.690	37.403	40.157	4.069	33.834	5.000	1.000	0.000
1497.000	32.842	55.686	37.399	40.171	4.069	33.744	5.000	1.000	0.000
1498.000	32.846	55.687	37.391	40.154	4.069	33.726	5.000	1.000	0.000
1499.000	32.843	55.682	37.389	40.176	4.069	33.766	5.000	1.000	0.000
1500.000	32.840	55.685	37.386	40.169	4.069	33.758	5.000	1.000	0.000
1501.000	32.838	55.684	37.379	40.151	4.068	33.720	5.000	1.000	0.000
1502.000	32.833	55.685	37.373	40.141	4.068	33.779	5.000	1.000	0.000
1503.000	32.834	55.679	37.370	40.145	4.068	33.748	5.000	1.000	0.000
1504.000	32.836	55.682	37.364	40.131	4.068	33.783	5.000	1.000	0.000
1505.000	32.834	55.680	37.363	40.162	4.070	33.789	5.000	1.000	0.000
1506.000	32.831	55.676	37.357	40.150	4.071	33.826	5.000	1.000	0.000
1507.000	32.838	55.675	37.355	40.131	4.071	33.780	5.000	1.000	0.000
1508.000	32.843	55.677	37.348	40.111	4.071	33.837	5.000	1.000	0.000
1509.000	32.841	55.672	37.351	40.132	4.071	33.869	5.000	1.000	0.000
1510.000	32.845	55.667	37.351	40.157	4.071	33.872	5.000	1.000	0.000
1511.000	32.844	55.667	37.344	40.149	4.071	33.944	5.000	1.000	0.000
1512.000	32.844	55.669	37.339	40.159	4.071	33.944	5.000	1.000	0.000
1513.000	32.843	55.666	37.334	40.128	4.071	33.914	5.000	1.000	0.000
1514.000	32.850	55.670	37.335	40.136	4.071	33.882	5.000	1.000	0.000
1515.000	32.854	55.668	37.330	40.132	4.071	33.959	5.000	1.000	0.000
1516.000	32.860	55.663	37.329	40.154	4.071	33.957	5.000	1.000	0.000
1517.000	32.859	55.660	37.325	40.122	4.070	33.969	5.000	1.000	0.000
1518.000	32.864	55.658	37.323	40.110	4.070	34.028	5.000	1.000	0.000
1519.000	32.871	55.661	37.315	40.089	4.070	33.904	5.000	1.000	0.000
1520.000	32.870	55.658	37.317	40.097	4.070	33.959	5.000	1.000	0.000
1521.000	32.868	55.658	37.311	40.092	4.070	33.912	5.000	1.000	0.000
1522.000	32.873	55.656	37.305	40.075	4.070	33.931	5.000	1.000	0.000
1523.000	32.875	55.657	37.303	40.090	4.070	33.904	5.000	1.000	0.000
1524.000	32.881	55.656	37.297	40.079	4.070	33.884	5.000	1.000	0.000
1525.000	32.879	55.655	37.294	40.077	4.070	33.862	5.000	1.000	0.000
1526.000	32.877	55.655	37.289	40.057	4.070	33.856	5.000	1.000	0.000
1527.000	32.880	55.653	37.283	40.064	4.070	33.730	5.000	1.000	0.000
1528.000	32.881	55.653	37.276	40.052	4.070	33.592	5.000	1.000	0.000
1529.000	32.883	55.653	37.270	40.039	4.069	33.561	5.000	1.000	0.000
1530.000	32.879	55.651	37.268	40.041	4.069	33.617	5.000	1.000	0.000
1531.000	32.874	55.648	37.266	40.039	4.069	33.693	5.000	1.000	0.000
1532.000	32.875	55.652	37.260	40.035	4.069	33.796	5.000	1.000	0.000
1533.000	32.875	55.651	37.255	40.030	4.069	33.901	5.000	1.000	0.000
1534.000	32.876	55.646	37.252	40.029	4.069	33.881	5.000	1.000	0.000
1535.000	32.878	55.647	37.244	40.022	4.069	33.880	5.000	1.000	0.000
1536.000	32.878	55.649	37.240	40.036	4.069	33.817	5.000	1.000	0.000
1537.000	32.882	55.643	37.232	40.017	4.069	33.817	5.000	1.000	0.000
1538.000	32.883	55.643	37.236	40.034	4.068	33.834	5.000	1.000	0.000
1539.000	32.884	55.648	37.232	40.020	4.068	33.873	5.000	1.000	0.000
1540.000	32.892	55.644	37.225	40.005	4.068	33.885	5.000	1.000	0.000
1541.000	32.890	55.645	37.221	40.012	4.068	33.817	5.000	1.000	0.000
1542.000	32.896	55.638	37.216	40.040	4.068	33.859	5.000	1.000	0.000
1543.000	32.900	55.636	37.212	40.015	4.068	33.838	5.000	1.000	0.000
1544.000	32.904	55.639	37.205	40.011	4.067	33.908	5.000	1.000	0.000
1545.000	32.897	55.638	37.200	40.008	4.067	33.857	5.000	1.000	0.000
1546.000	32.901	55.635	37.196	40.000	4.067	33.925	5.000	1.000	0.000
1547.000	32.904	55.632	37.191	39.990	4.067	33.887	5.000	1.000	0.000
1548.000	32.907	55.630	37.190	40.003	4.067	33.902	5.000	1.000	0.000
1549.000	32.906	55.634	37.184	39.983	4.066	33.869	5.000	1.000	0.000
1550.000	32.904	55.633	37.181	39.982	4.066	33.875	5.000	1.000	0.000
1551.000	32.912	55.629	37.174	39.966	4.066	33.779	5.000	1.000	0.000
1552.000	32.916	55.628	37.171	39.958	4.066	33.806	5.000	1.000	0.000
1553.000	32.918	55.626	37.169	39.950	4.065	33.848	5.000	1.000	0.000
1554.000	32.923	55.626	37.168	39.963	4.067	33.845	5.000	1.000	0.000
1555.000	32.934	55.629	37.161	39.952	4.070	33.845	5.000	1.000	0.000
1556.000	32.932	55.624	37.158	39.952	4.074	33.828	5.000	1.000	0.000
1557.000	32.931	55.622	37.154	39.976	4.077	33.858	5.000	1.000	0.000
1558.000	32.940	55.618	37.148	39.960	4.079	33.831	5.000	1.000	0.000
1559.000	32.946	55.616	37.147	39.979	4.081	33.824	5.000	1.000	0.000
1560.000	32.949	55.621	37.142	39.979	4.082	33.795	5.000	1.000	0.000
1561.000	32.948	55.620	37.140	39.991	4.083	33.779	5.000	1.000	0.000
1562.000	32.952	55.616	37.140	39.966	4.083	33.802	5.000	1.000	0.000
1563.000	32.953	55.619	37.132	39.955	4.083	33.819	5.000	1.000	0.000
1564.000	32.958	55.621	37.125	39.956	4.083	33.825	5.000	1.000	0.000
1565.000	32.963	55.620	37.124	39.963	4.083	33.726	5.000	1.000	0.000
1566.000	32.958	55.616	37.128	39.968	4.083	33.825	5.000	1.000	0.000
1567.000	32.966	55.613	37.123	39.955	4.082	33.782	5.000	1.000	0.000
1568.000	32.965	55.609	37.117	39.952	4.082	33.781	5.000	1.000	0.000
1569.000	32.971	55.613	37.114	39.929	4.081	33.767	5.000	1.000	0.000
1570.000	32.976	55.616	37.114	39.951	4.080	33.821	5.000	1.000	0.000
1571.000	32.988	55.615	37.106	39.921	4.079	33.799	5.000	1.000	0.000
1572.000	32.988	55.609	37.107	39.928	4.078	33.893	5.000	1.000	0.000
1573.000	33.000	55.604	37.100	39.919	4.077	33.830	5.000	1.000	0.000
1574.000	33.010	55.596	37.098	39.918	4.076	33.787	5.000	1.000	0.000
1575.000	33.011	55.605	37.094	39.919	4.075	33.856	5.000	1.000	0.000
1576.000	33.021	55.606	37.091	39.917	4.074	33.816	5.000	1.000	0.000
1577.000	33.030	55.603	37.085	39.900	4.073	33.834	5.000	1.000	0.000
1578.000	33.034	55.599	37.083	39.913	4.072	33.808	5.000	1.000	0.000
1579.000	33.040	55.601	37.080	39.924	4.071	33.836	5.000	1.000	0.000
1580.000	33.045	55.596	37.079	39.919	4.070	33.832	5.000	1.000	0.000
1581.000	33.059	55.597	37.075	39.898	4.069	33.778	5.000	1.000	0.000
1582.000	33.057	55.594	37.074	39.903	4.068	33.781	5.000	1.000	0.000
1583.000	33.065	55.588	37.073	39.900	4.067	33.921	5.000	1.000	0.000
1584.000	33.073	55.590	37.068	39.891	4.066	33.796	5.000	1.000	0.000
1585.000	33.081	55.589	37.065	39.883	4.064	33.842	5.000	1.000	0.000
1586.000	33.079	55.594	37.060	39.891	4.063	33.778	5.000	1.000	0.000
1587.000	33.086	55.590	37.054	39.874	4.062	33.703	5.000	1.000	0.000
1588.000	33.089	55.582	37.054	39.857	4.061	33.675	5.000	1.000	0.000
1589.000	33.088	55.585	37.053	39.867	4.060	33.685	5.000	1.000	0.000
1590.000	33.087	55.581	37.051	39.861	4.058	33.695	5.000	1.000	0.000
1591.000	33.094	55.575	37.047	39.849	4.057	33.704	5.000	1.000	0.000
1592.000	33.093	55.584	37.042	39.838	4.056	33.649	5.000	1.000	0.000
1593.000	33.088	55.580	37.038	39.812	4.054	33.655	5.000	1.000	0.000
1594.000	33.094	55.579	37.032	39.781	4.053	33.689	5.000	1.000	0.000
1595.000	33.091	55.580	37.030	39.785	4.052	33.636	5.000	1.000	0.000
1596.000	33.084	55.578	37.028	39.775	4.051	33.715	5.000	1.000	0.000
1597.000	33.085	55.574	37.031	39.782	4.049	33.687	5.000	1.000	0.000
1598.000	33.083	55.573	37.027	39.780	4.048	33.720	5.000	1.000	0.000
1599.000	33.092	55.567	37.024	39.754	4.047	33.727	5.000	1.000	0.000
1600.000	33.090	55.568	37.022	39.745	4.046	33.689	5.000	1.000	0.000
1601.000	33.088	55.565	37.020	39.717	4.044	33.713	5.000	1.000	0.000
1602.000	33.084	55.566	37.015	39.727	4.043	33.711	5.000	1.000	0.000
1603.000	33.082	55.567	37.009	39.719	4.041	33.642	5.000	1.000	0.000
1604.000	33.076	55.567	37.007	39.702	4.040	33.603	5.000	1.000	0.000
1605.000	33.077	55.566	37.004	39.690	4.039	33.627	5.000	1.000	0.000
1606.000	33.071	55.563	37.004	39.681	4.037	33.628	5.000	1.000	0.000
1607.000	33.065	55.559	37.001	39.677	4.036	33.623	5.000	1.000	0.000
1608.000	33.056	55.565	36.998	39.667	4.035	33.709	5.000	1.000	0.000
1609.000	33.051	55.564	36.997	39.698	4.033	33.695	5.000	1.000	0.000
1610.000	33.052	55.564	36.999	39.690	4.032	33.802	5.000	1.000	0.000
1611.000	33.051	55.564	36.994	39.685	4.031	33.735	5.000	1.000	0.000
1612.000	33.049	55.562	36.989	39.665	4.029	33.715	5.000	1.000	0.000
1613.000	33.051	55.562	36.988	39.653	4.028	33.821	5.000	1.000	0.000
1614.000	33.054	55.561	36.987	39.651	4.027	33.709	5.000	1.000	0.000
1615.000	33.058	55.561	36.977	39.639	4.025	33.660	5.000	1.000	0.000
1616.000	33.054	55.556	36.979	39.647	4.024	33.715	5.000	1.000	0.000
1617.000	33.049	55.556	36.972	39.628	4.022	33.638	5.000	1.000	0.000
1618.000	33.039	55.558	36.973	39.650	4.021	33.578	5.000	1.000	0.000
1619.000	33.032	55.556	36.972	39.641	4.020	33.514	5.000	1.000	0.000
1620.000	33.024	55.557	36.970	39.617	4.018	33.449	5.000	1.000	0.000
1621.000	33.007	55.552	36.969	39.609	4.017	33.421	5.000	1.000	0.000
1622.000	33.000	55.550	36.962	39.589	4.016	33.484	5.000	1.000	0.000
1623.000	32.988	55.551	36.962	39.612	4.014	33.527	5.000	1.000	0.000
1624.000	32.986	55.552	36.962	39.609	4.013	33.504	5.000	1.000	0.000
1625.000	32.980	55.554	36.957	39.589	4.011	33.585	5.000	1.000	0.000
1626.000	32.981	55.549	36.952	39.582	4.010	33.492	5.000	1.000	0.000
1627.000	32.980	55.541	36.954	39.574	4.009	33.611	5.000	1.000	0.000
1628.000	32.966	55.542	36.951	39.597	4.007	33.661	5.000	1.000	0.000
1629.000	32.964	55.542	36.950	39.583	4.006	33.633	5.000	1.000	0.000
1630.000	32.952	55.542	36.944	39.568	4.004	33.680	5.000	1.000	0.000
1631.000	32.946	55.541	36.939	39.564	4.003	33.634	5.000	1.000	0.000
1632.000	32.948	55.538	36.937	39.553	4.001	33.541	5.000	1.000	0.000
1633.000	32.935	55.539	36.937	39.570	4.000	33.617	5.000	1.000	0.000
1634.000	32.938	55.535	36.930	39.542	3.998	33.493	5.000	1.000	0.000
1635.000	32.927	55.538	36.924	39.525	3.997	33.598	5.000	1.000	0.000
1636.000	32.924	55.537	36.926	39.541	3.996	33.639	5.000	1.000	0.000
1637.000	32.921	55.532	36.922	39.543	3.994	33.574	5.000	1.000	0.000
1638.000	32.915	55.536	36.916	39.534	3.993	33.523	5.000	1.000	0.000
1639.000	32.921	55.535	36.911	39.492	3.991	33.514	5.000	1.000	0.000
1640.000	32.917	55.537	36.912	39.495	3.990	33.536	5.000	1.000	0.000
1641.000	32.915	55.534	36.912	39.492	3.988	33.586	5.000	1.000	0.000
1642.000	32.916	55.531	36.909	39.494	3.987	33.571	5.000	1.000	0.000
1643.000	32.912	55.528	36.908	39.498	3.985	33.538	5.000	1.000	0.000
1644.000	32.909	55.533	36.907	39.495	3.984	33.534	5.000	1.000	0.000
1645.000	32.909	55.527	36.906	39.499	3.982	33.581	5.000	1.000	0.000
1646.000	32.911	55.528	36.904	39.483	3.980	33.630	5.000	1.000	0.000
1647.000	32.919	55.530	36.900	39.480	3.979	33.683	5.000	1.000	0.000
1648.000	32.919	55.529	36.897	39.485	3.977	33.677	5.000	1.000	0.000
1649.000	32.922	55.533	36.892	39.456	3.975	33.684	5.000	1.000	0.000
1650.000	32.924	55.527	36.896	39.473	3.974	33.738	5.000	1.000	0.000
1651.000	32.927	55.526	36.892	39.453	3.973	33.635	5.000	1.000	0.000
1652.000	32.925	55.530	36.889	39.463	3.973	33.679	5.000	1.000	0.000
1653.000	32.921	55.527	36.889	39.487	3.974	33.726	5.000	1.000	0.000
1654.000	32.921	55.525	36.888	39.494	3.975	33.660	5.000	1.000	0.000
1655.000	32.926	55.529	36.884	39.479	3.976	33.700	5.000	1.000	0.000
1656.000	32.926	55.525	36.886	39.485	3.977	33.657	5.000	1.000	0.000
1657.000	32.926	55.525	36.880	39.470	3.978	33.646	5.000	1.000	0.000
1658.000	32.930	55.521	36.880	39.466	3.979	33.616	5.000	1.000	0.000
1659.000	32.936	55.519	36.878	39.477	3.980	33.617	5.000	1.000	0.000
1660.000	32.929	55.521	36.874	39.462	3.980	33.669	5.000	1.000	0.000
1661.000	32.932	55.524	36.867	39.458	3.981	33.635	5.000	1.000	0.000
1662.000	32.933	55.519	36.864	39.461	3.982	33.618	5.000	1.000	0.000
1663.000	32.932	55.516	36.866	39.463	3.983	33.624	5.000	1.000	0.000
1664.000	32.933	55.514	36.862	39.462	3.983	33.601	5.000	1.000	0.000
1665.000	32.931	55.517	36.861	39.485	3.984	33.637	5.000	1.000	0.000
1666.000	32.935	55.514	36.856	39.470	3.985	33.668	5.000	1.000	0.000
1667.000	32.930	55.505	36.853	39.468	3.986	33.618	5.000	1.000	0.000
1668.000	32.933	55.508	36.852	39.476	3.987	33.644	5.000	1.000	0.000
1669.000	32.930	55.514	36.849	39.481	3.987	33.631	5.000	1.000	0.000
1670.000	32.934	55.509	36.845	39.463	3.988	33.639	5.000	1.000	0.000
1671.000	32.932	55.513	36.845	39.460	3.989	33.702	5.000	1.000	0.000
1672.000	32.936	55.506	36.843	39.463	3.990	33.715	5.000	1.000	0.000
1673.000	32.940	55.505	36.843	39.477	3.990	33.731	5.000	1.000	0.000
1674.000	32.936	55.509	36.841	39.483	3.991	33.731	5.000	1.000	0.000
1675.000	32.939	55.506	36.841	39.482	3.992	33.735	5.000	1.000	0.000
1676.000	32.937	55.505	36.834	39.469	3.992	33.694	5.000	1.000	0.000
1677.000	32.934	55.500	36.833	39.469	3.993	33.562	5.000	1.000	0.000
1678.000	32.932	55.499	36.829	39.462	3.994	33.523	5.000	1.000	0.000
1679.000	32.927	55.505	36.824	39.457	3.995	33.527	5.000	1.000	0.000
1680.000	32.929	55.499	36.822	39.462	3.995	33.547	5.000	1.000	0.000
1681.000	32.930	55.496	36.819	39.453	3.996	33.568	5.000	1.000	0.000
1682.000	32.927	55.494	36.812	39.434	3.997	33.567	5.000	1.000	0.000
1683.000	32.923	55.493	36.813	39.430	3.997	33.703	5.000	1.000	0.000
1684.000	32.931	55.495	36.808	39.431	3.998	33.696	5.000	1.000	0.000
1685.000	32.938	55.495	36.803	39.416	3.999	33.682	5.000	1.000	0.000
1686.000	32.935	55.492	36.798	39.408	4.001	33.728	5.000	1.000	0.000
1687.000	32.940	55.487	36.798	39.417	4.005	33.714	5.000	1.000	0.000
1688.000	32.943	55.484	36.795	39.428	4.008	33.626	5.000	1.000	0.000
1689.000	32.942	55.485	36.796	39.438	4.010	33.675	5.000	1.000	0.000
1690.000	32.945	55.489	36.789	39.414	4.011	33.609	5.000	1.000	0.000
1691.000	32.934	55.485	36.788	39.421	4.010	33.579	5.000	1.000	0.000
1692.000	32.935	55.486	36.783	39.409	4.009	33.438	5.000	1.000	0.000
1693.000	32.931	55.484	36.782	39.409	4.010	33.390	5.000	1.000	0.000
1694.000	32.923	55.485	36.777	39.390	4.010	33.328	5.000	1.000	0.000
1695.000	32.916	55.485	36.777	39.388	4.010	33.454	5.000	1.000	0.000
