Time(s)	ST-1	ST-2	ST-3	ST-4	SP-1	SC-1	AB-1	AVE-1	AR-1
1058.000	32.663	57.387	40.192	42.863	4.059	34.500	1.250	1.000	0.000
1059.000	32.668	57.372	40.180	42.853	4.059	34.450	1.250	1.000	0.000
1060.000	32.679	57.355	40.167	42.833	4.059	34.398	1.250	1.000	0.000
1061.000	32.688	57.335	40.156	42.819	4.060	34.389	1.250	1.000	0.000
1062.000	32.689	57.320	40.146	42.819	4.060	34.368	1.250	1.000	0.000
1063.000	32.697	57.306	40.138	42.828	4.060	34.295	1.250	1.000	0.000
1064.000	32.706	57.297	40.131	42.824	4.060	34.288	1.250	1.000	0.000
1065.000	32.714	57.282	40.118	42.799	4.061	34.342	1.250	1.000	0.000
1066.000	32.716	57.265	40.107	42.792	4.061	34.201	1.250	1.000	0.000
1067.000	32.722	57.249	40.102	42.788	4.061	34.181	1.250	1.000	0.000
1068.000	32.727	57.233	40.090	42.775	4.061	34.086	1.250	1.000	0.000
1069.000	32.729	57.216	40.079	42.762	4.062	34.249	1.250	1.000	0.000
1070.000	32.737	57.211	40.071	42.747	4.062	34.264	1.250	1.000	0.000
1071.000	32.745	57.196	40.062	42.737	4.062	34.269	1.250	1.000	0.000
1072.000	32.754	57.187	40.052	42.726	4.062	34.315	1.250	1.000	0.000
1073.000	32.763	57.171	40.039	42.707	4.062	34.384	1.250	1.000	0.000
1074.000	32.765	57.155	40.033	42.706	4.063	34.358	1.250	1.000	0.000
1075.000	32.777	57.148	40.023	42.706	4.063	34.298	1.250	1.000	0.000
1076.000	32.786	57.137	40.011	42.711	4.063	34.308	1.250	1.000	0.000
1077.000	32.794	57.129	40.002	42.704	4.063	34.294	1.250	1.000	0.000
1078.000	32.805	57.115	39.992	42.692	4.064	34.325	1.250	1.000	0.000
1079.000	32.805	57.103	39.980	42.681	4.064	34.274	1.250	1.000	0.000
1080.000	32.809	57.093	39.973	42.674	4.064	34.156	1.250	1.000	0.000
1081.000	32.812	57.077	39.964	42.654	4.064	34.086	1.250	1.000	0.000
1082.000	32.824	57.066	39.956	42.655	4.064	34.142	1.250	1.000	0.000
1083.000	32.827	57.057	39.946	42.654	4.065	34.106	1.250	1.000	0.000
1084.000	32.834	57.045	39.937	42.648	4.065	34.129	1.250	1.000	0.000
1085.000	32.839	57.033	39.932	42.658	4.065	34.168	1.250	1.000	0.000
1086.000	32.843	57.022	39.923	42.647	4.065	34.197	1.250	1.000	0.000
1087.000	32.846	57.010	39.913	42.642	4.065	34.250	1.250	1.000	0.000
1088.000	32.852	57.000	39.906	42.633	4.065	34.276	1.250	1.000	0.000
1089.000	32.856	56.992	39.900	42.620	4.066	34.277	1.250	1.000	0.000
1090.000	32.857	56.978	39.898	42.616	4.066	34.303	1.250	1.000	0.000
1091.000	32.860	56.964	39.888	42.607	4.066	34.327	1.250	1.000	0.000
1092.000	32.867	56.957	39.879	42.600	4.066	34.336	1.250	1.000	0.000
1093.000	32.876	56.952	39.872	42.602	4.066	34.258	1.250	1.000	0.000
1094.000	32.878	56.944	39.863	42.588	4.067	34.207	1.250	1.000	0.000
1095.000	32.876	56.935	39.856	42.581	4.067	34.189	1.250	1.000	0.000
1096.000	32.880	56.923	39.850	42.586	4.067	34.209	1.250	1.000	0.000
1097.000	32.878	56.914	39.841	42.577	4.067	34.049	1.250	1.000	0.000
1098.000	32.880	56.902	39.829	42.564	4.067	34.006	1.250	1.000	0.000
1099.000	32.878	56.888	39.821	42.561	4.067	34.088	1.250	1.000	0.000
1100.000	32.876	56.881	39.809	42.535	4.068	34.136	1.250	1.000	0.000
1101.000	32.875	56.874	39.804	42.535	4.068	34.251	1.250	1.000	0.000
1102.000	32.879	56.865	39.793	42.521	4.068	34.292	1.250	1.000	0.000
1103.000	32.884	56.858	39.790	42.506	4.068	34.179	1.250	1.000	0.000
1104.000	32.885	56.850	39.781	42.491	4.068	34.211	1.250	1.000	0.000
1105.000	32.888	56.839	39.772	42.486	4.068	34.208	1.250	1.000	0.000
1106.000	32.892	56.831	39.763	42.466	4.069	34.210	1.250	1.000	0.000
1107.000	32.895	56.822	39.755	42.466	4.069	34.198	1.250	1.000	0.000
1108.000	32.895	56.817	39.743	42.455	4.069	34.152	1.250	1.000	0.000
1109.000	32.899	56.810	39.737	42.452	4.069	34.074	1.250	1.000	0.000
1110.000	32.895	56.805	39.726	42.431	4.069	34.133	1.250	1.000	0.000
1111.000	32.894	56.792	39.718	42.438	4.069	34.068	1.250	1.000	0.000
1112.000	32.889	56.784	39.708	42.421	4.069	34.063	1.250	1.000	0.000
1113.000	32.886	56.780	39.701	42.421	4.069	33.986	1.250	1.000	0.000
1114.000	32.886	56.771	39.694	42.418	4.069	33.961	1.250	1.000	0.000
1115.000	32.886	56.765	39.685	42.410	4.070	34.049	1.250	1.000	0.000
1116.000	32.887	56.762	39.680	42.403	4.070	34.082	1.250	1.000	0.000
1117.000	32.885	56.754	39.672	42.385	4.070	34.075	1.250	1.000	0.000
1118.000	32.883	56.747	39.666	42.377	4.070	34.036	1.250	1.000	0.000
1119.000	32.887	56.741	39.658	42.363	4.070	34.022	1.250	1.000	0.000
1120.000	32.886	56.732	39.645	42.351	4.070	34.016	1.250	1.000	0.000
1121.000	32.888	56.726	39.640	42.350	4.070	34.062	1.250	1.000	0.000
1122.000	32.889	56.721	39.636	42.344	4.071	34.102	1.250	1.000	0.000
1123.000	32.882	56.715	39.631	42.336	4.071	34.148	1.250	1.000	0.000
1124.000	32.884	56.706	39.626	42.329	4.071	34.014	1.250	1.000	0.000
1125.000	32.885	56.698	39.617	42.327	4.071	33.880	1.250	1.000	0.000
1126.000	32.890	56.695	39.614	42.325	4.071	33.877	1.250	1.000	0.000
1127.000	32.880	56.688	39.606	42.316	4.071	33.883	1.250	1.000	0.000
1128.000	32.877	56.678	39.600	42.313	4.071	33.863	1.250	1.000	0.000
1129.000	32.873	56.673	39.597	42.315	4.071	34.042	1.250	1.000	0.000
1130.000	32.872	56.667	39.593	42.310	4.070	33.977	1.250	1.000	0.000
1131.000	32.874	56.663	39.591	42.305	4.070	34.028	1.250	1.000	0.000
1132.000	32.874	56.658	39.588	42.308	4.069	34.109	1.250	1.000	0.000
1133.000	32.873	56.653	39.583	42.292	4.068	34.081	1.250	1.000	0.000
1134.000	32.870	56.648	39.583	42.308	4.071	34.060	1.250	1.000	0.000
1135.000	32.868	56.639	39.578	42.305	4.073	34.004	1.250	1.000	0.000
1136.000	32.867	56.629	39.574	42.303	4.073	34.024	1.250	1.000	0.000
1137.000	32.859	56.622	39.571	42.297	4.074	34.050	1.250	1.000	0.000
1138.000	32.855	56.610	39.568	42.298	4.074	34.005	1.250	1.000	0.000
1139.000	32.852	56.603	39.563	42.286	4.073	33.958	1.250	1.000	0.000
1140.000	32.852	56.597	39.556	42.268	4.073	33.901	1.250	1.000	0.000
1141.000	32.846	56.591	39.552	42.261	4.073	33.852	1.250	1.000	0.000
1142.000	32.845	56.586	39.547	42.266	4.073	33.811	1.250	1.000	0.000
1143.000	32.838	56.579	39.543	42.250	4.073	33.840	1.250	1.000	0.000
1144.000	32.836	56.575	39.542	42.255	4.073	33.860	1.250	1.000	0.000
1145.000	32.840	56.565	39.536	42.248	4.072	33.859	1.250	1.000	0.000
1146.000	32.836	56.560	39.532	42.242	4.072	33.939	1.250	1.000	0.000
1147.000	32.838	56.556	39.526	42.243	4.072	33.995	1.250	1.000	0.000
1148.000	32.837	56.552	39.522	42.231	4.072	34.070	1.250	1.000	0.000
1149.000	32.839	56.541	39.517	42.215	4.072	34.135	1.250	1.000	0.000
1150.000	32.840	56.537	39.508	42.207	4.071	34.148	1.250	1.000	0.000
1151.000	32.841	56.533	39.503	42.202	4.071	34.081	1.250	1.000	0.000
1152.000	32.837	56.526	39.498	42.198	4.071	34.149	1.250	1.000	0.000
1153.000	32.840	56.518	39.491	42.192	4.071	34.163	1.250	1.000	0.000
1154.000	32.839	56.515	39.485	42.185	4.071	34.217	1.250	1.000	0.000
1155.000	32.843	56.509	39.481	42.177	4.071	34.186	1.250	1.000	0.000
1156.000	32.848	56.509	39.476	42.177	4.071	34.191	1.250	1.000	0.000
1157.000	32.851	56.504	39.475	42.174	4.070	34.153	1.250	1.000	0.000
1158.000	32.856	56.498	39.466	42.171	4.070	34.085	1.250	1.000	0.000
1159.000	32.856	56.493	39.465	42.182	4.070	34.079	1.250	1.000	0.000
1160.000	32.858	56.491	39.461	42.174	4.070	34.096	1.250	1.000	0.000
1161.000	32.858	56.489	39.459	42.175	4.070	34.096	1.250	1.000	0.000
1162.000	32.865	56.485	39.453	42.165	4.070	34.195	1.250	1.000	0.000
1163.000	32.870	56.480	39.451	42.167	4.070	34.209	1.250	1.000	0.000
1164.000	32.874	56.475	39.446	42.176	4.069	34.199	1.250	1.000	0.000
1165.000	32.877	56.470	39.439	42.158	4.069	34.208	1.250	1.000	0.000
1166.000	32.877	56.468	39.434	42.149	4.069	34.230	1.250	1.000	0.000
1167.000	32.881	56.460	39.426	42.145	4.068	34.143	1.250	1.000	0.000
1168.000	32.882	56.459	39.422	42.151	4.068	34.086	1.250	1.000	0.000
1169.000	32.881	56.455	39.414	42.145	4.068	34.101	1.250	1.000	0.000
1170.000	32.878	56.450	39.408	42.138	4.067	34.000	1.250	1.000	0.000
1171.000	32.872	56.447	39.400	42.131	4.067	33.924	1.250	1.000	0.000
1172.000	32.867	56.439	39.395	42.124	4.067	33.855	1.250	1.000	0.000
1173.000	32.861	56.433	39.387	42.114	4.067	33.818	1.250	1.000	0.000
1174.000	32.863	56.431	39.383	42.114	4.067	33.889	1.250	1.000	0.000
1175.000	32.852	56.425	39.375	42.104	4.068	33.929	1.250	1.000	0.000
1176.000	32.853	56.420	39.369	42.105	4.071	34.061	1.250	1.000	0.000
1177.000	32.845	56.414	39.357	42.098	4.075	34.125	1.250	1.000	0.000
1178.000	32.840	56.408	39.349	42.084	4.078	34.096	1.250	1.000	0.000
1179.000	32.834	56.402	39.344	42.092	4.080	34.142	1.250	1.000	0.000
1180.000	32.829	56.399	39.334	42.081	4.082	34.047	1.250	1.000	0.000
1181.000	32.826	56.398	39.325	42.077	4.083	33.983	1.250	1.000	0.000
1182.000	32.821	56.392	39.316	42.065	4.084	33.923	1.250	1.000	0.000
1183.000	32.814	56.382	39.307	42.050	4.084	33.876	1.250	1.000	0.000
1184.000	32.810	56.380	39.300	42.038	4.084	33.826	1.250	1.000	0.000
1185.000	32.804	56.378	39.294	42.033	4.084	33.796	1.250	1.000	0.000
1186.000	32.802	56.376	39.289	42.039	4.084	33.776	1.250	1.000	0.000
1187.000	32.799	56.369	39.283	42.038	4.084	33.853	1.250	1.000	0.000
1188.000	32.795	56.363	39.274	42.030	4.083	33.941	1.250	1.000	0.000
1189.000	32.791	56.359	39.264	42.026	4.083	34.001	1.250	1.000	0.000
1190.000	32.786	56.357	39.259	42.016	4.082	34.110	1.250	1.000	0.000
1191.000	32.787	56.355	39.253	42.013	4.082	34.145	1.250	1.000	0.000
1192.000	32.783	56.352	39.243	42.003	4.081	34.170	1.250	1.000	0.000
1193.000	32.781	56.346	39.237	41.990	4.080	34.172	1.250	1.000	0.000
1194.000	32.777	56.347	39.229	42.020	4.079	34.157	5.000	1.000	0.000
1195.000	32.782	56.340	39.219	42.030	4.078	34.130	5.000	1.000	0.000
1196.000	32.779	56.336	39.212	42.040	4.077	34.167	5.000	1.000	0.000
1197.000	32.781	56.330	39.203	42.028	4.076	34.206	5.000	1.000	0.000
1198.000	32.780	56.327	39.200	42.027	4.075	34.107	5.000	1.000	0.000
1199.000	32.779	56.323	39.197	42.021	4.074	34.099	5.000	1.000	0.000
1200.000	32.774	56.321	39.194	42.024	4.072	34.050	5.000	1.000	0.000
1201.000	32.774	56.312	39.188	42.009	4.071	33.988	5.000	1.000	0.000
1202.000	32.769	56.303	39.186	42.014	4.070	33.957	5.000	1.000	0.000
1203.000	32.769	56.306	39.175	41.974	4.069	33.872	5.000	1.000	0.000
1204.000	32.762	56.302	39.169	41.974	4.068	33.967	5.000	1.000	0.000
1205.000	32.761	56.298	39.165	41.982	4.067	33.993	5.000	1.000	0.000
1206.000	32.759	56.295	39.162	41.982	4.066	34.021	5.000	1.000	0.000
1207.000	32.757	56.296	39.151	41.955	4.065	34.083	5.000	1.000	0.000
1208.000	32.756	56.290	39.148	41.962	4.064	34.068	5.000	1.000	0.000
1209.000	32.755	56.284	39.136	41.935	4.062	34.099	5.000	1.000	0.000
1210.000	32.748	56.282	39.127	41.918	4.061	34.142	5.000	1.000	0.000
1211.000	32.753	56.271	39.124	41.933	4.060	34.066	5.000	1.000	0.000
1212.000	32.746	56.270	39.116	41.914	4.059	34.104	5.000	1.000	0.000
1213.000	32.734	56.269	39.110	41.923	4.057	33.899	5.000	1.000	0.000
1214.000	32.723	56.262	39.101	41.888	4.056	33.783	5.000	1.000	0.000
1215.000	32.718	56.254	39.093	41.861	4.055	33.667	5.000	1.000	0.000
1216.000	32.712	56.257	39.080	41.828	4.053	33.585	5.000	1.000	0.000
1217.000	32.715	56.253	39.072	41.813	4.052	33.616	5.000	1.000	0.000
1218.000	32.704	56.246	39.068	41.819	4.051	33.794	5.000	1.000	0.000
1219.000	32.705	56.242	39.063	41.819	4.050	33.862	5.000	1.000	0.000
1220.000	32.696	56.245	39.057	41.803	4.048	33.917	5.000	1.000	0.000
1221.000	32.692	56.243	39.052	41.798	4.047	33.963	5.000	1.000	0.000
1222.000	32.691	56.242	39.042	41.793	4.046	33.954	5.000	1.000	0.000
1223.000	32.687	56.238	39.033	41.763	4.045	34.051	5.000	1.000	0.000
1224.000	32.682	56.229	39.029	41.764	4.043	34.049	5.000	1.000	0.000
1225.000	32.686	56.227	39.022	41.780	4.042	34.044	5.000	1.000	0.000
1226.000	32.679	56.224	39.014	41.763	4.041	34.169	5.000	1.000	0.000
1227.000	32.683	56.219	39.008	41.751	4.039	34.107	5.000	1.000	0.000
1228.000	32.683	56.218	38.999	41.725	4.038	34.025	5.000	1.000	0.000
1229.000	32.681	56.211	38.992	41.713	4.037	34.074	5.000	1.000	0.000
1230.000	32.687	56.211	38.983	41.697	4.035	34.021	5.000	1.000	0.000
1231.000	32.685	56.210	38.975	41.695	4.034	33.957	5.000	1.000	0.000
1232.000	32.689	56.205	38.966	41.682	4.032	34.062	5.000	1.000	0.000
1233.000	32.685	56.205	38.966	41.685	4.031	34.087	5.000	1.000	0.000
1234.000	32.682	56.200	38.956	41.671	4.030	34.112	5.000	1.000	0.000
1235.000	32.685	56.201	38.944	41.651	4.028	34.150	5.000	1.000	0.000
1236.000	32.687	56.201	38.940	41.649	4.027	34.173	5.000	1.000	0.000
1237.000	32.690	56.200	38.929	41.631	4.026	34.233	5.000	1.000	0.000
1238.000	32.693	56.197	38.927	41.621	4.024	34.160	5.000	1.000	0.000
1239.000	32.696	56.193	38.921	41.631	4.023	34.209	5.000	1.000	0.000
1240.000	32.698	56.191	38.912	41.618	4.022	34.166	5.000	1.000	0.000
1241.000	32.697	56.186	38.907	41.610	4.021	34.059	5.000	1.000	0.000
1242.000	32.699	56.187	38.897	41.599	4.019	34.070	5.000	1.000	0.000
1243.000	32.701	56.184	38.891	41.581	4.018	34.049	5.000	1.000	0.000
1244.000	32.706	56.178	38.885	41.571	4.017	33.933	5.000	1.000	0.000
1245.000	32.700	56.180	38.869	41.545	4.015	33.948	5.000	1.000	0.000
1246.000	32.703	56.172	38.867	41.525	4.014	34.031	5.000	1.000	0.000
1247.000	32.709	56.172	38.861	41.531	4.012	34.064	5.000	1.000	0.000
1248.000	32.708	56.163	38.851	41.501	4.011	34.092	5.000	1.000	0.000
1249.000	32.711	56.164	38.845	41.522	4.009	34.157	5.000	1.000	0.000
1250.000	32.715	56.166	38.834	41.509	4.008	34.105	5.000	1.000	0.000
1251.000	32.719	56.162	38.830	41.501	4.007	34.156	5.000	1.000	0.000
1252.000	32.722	56.159	38.820	41.492	4.005	34.120	5.000	1.000	0.000
1253.000	32.725	56.160	38.812	41.473	4.004	34.109	5.000	1.000	0.000
1254.000	32.730	56.154	38.805	41.483	4.002	34.117	5.000	1.000	0.000
1255.000	32.742	56.153	38.799	41.489	4.001	34.065	5.000	1.000	0.000
1256.000	32.740	56.150	38.790	41.484	4.000	34.119	5.000	1.000	0.000
1257.000	32.744	56.154	38.779	41.480	3.998	34.048	5.000	1.000	0.000
1258.000	32.747	56.146	38.768	41.477	3.997	34.044	5.000	1.000	0.000
1259.000	32.756	56.144	38.759	41.440	3.996	34.079	5.000	1.000	0.000
1260.000	32.758	56.142	38.750	41.423	3.994	34.058	5.000	1.000	0.000
1261.000	32.763	56.142	38.747	41.424	3.992	34.013	5.000	1.000	0.000
1262.000	32.763	56.138	38.743	41.418	3.991	34.044	5.000	1.000	0.000
1263.000	32.772	56.133	38.734	41.401	3.989	34.029	5.000	1.000	0.000
1264.000	32.768	56.134	38.731	41.431	3.988	33.979	5.000	1.000	0.000
1265.000	32.775	56.135	38.717	41.398	3.986	33.970	5.000	1.000	0.000
1266.000	32.777	56.129	38.709	41.407	3.985	34.042	5.000	1.000	0.000
1267.000	32.781	56.131	38.698	41.379	3.983	34.034	5.000	1.000	0.000
1268.000	32.783	56.126	38.693	41.388	3.982	34.046	5.000	1.000	0.000
1269.000	32.783	56.122	38.684	41.367	3.980	34.142	5.000	1.000	0.000
1270.000	32.788	56.117	38.676	41.367	3.978	34.053	5.000	1.000	0.000
1271.000	32.795	56.112	38.667	41.339	3.977	34.063	5.000	1.000	0.000
1272.000	32.799	56.112	38.657	41.316	3.975	34.030	5.000	1.000	0.000
1273.000	32.801	56.112	38.651	41.322	3.975	33.997	5.000	1.000	0.000
1274.000	32.806	56.108	38.639	41.276	3.975	34.012	5.000	1.000	0.000
1275.000	32.804	56.104	38.634	41.290	3.976	34.037	5.000	1.000	0.000
1276.000	32.800	56.106	38.626	41.290	3.977	34.033	5.000	1.000	0.000
1277.000	32.810	56.096	38.616	41.295	3.978	34.011	5.000	1.000	0.000
1278.000	32.801	56.098	38.613	41.309	3.979	34.028	5.000	1.000	0.000
1279.000	32.806	56.095	38.602	41.275	3.980	33.992	5.000	1.000	0.000
1280.000	32.804	56.088	38.598	41.293	3.981	34.067	5.000	1.000	0.000
1281.000	32.801	56.096	38.588	41.289	3.981	34.032	5.000	1.000	0.000
1282.000	32.799	56.095	38.578	41.278	3.982	34.083	5.000	1.000	0.000
1283.000	32.810	56.090	38.571	41.285	3.983	34.101	5.000	1.000	0.000
1284.000	32.811	56.087	38.562	41.270	3.984	34.042	5.000	1.000	0.000
1285.000	32.806	56.088	38.552	41.255	3.984	34.127	5.000	1.000	0.000
1286.000	32.808	56.087	38.542	41.237	3.985	34.030	5.000	1.000	0.000
1287.000	32.812	56.083	38.535	41.225	3.986	34.036	5.000	1.000	0.000
1288.000	32.820	56.077	38.525	41.210	3.987	33.975	5.000	1.000	0.000
1289.000	32.816	56.073	38.522	41.201	3.987	34.019	5.000	1.000	0.000
1290.000	32.819	56.072	38.511	41.204	3.988	34.020	5.000	1.000	0.000
1291.000	32.818	56.072	38.502	41.197	3.989	34.001	5.000	1.000	0.000
1292.000	32.823	56.072	38.493	41.180	3.989	34.032	5.000	1.000	0.000
1293.000	32.829	56.072	38.481	41.175	3.990	34.043	5.000	1.000	0.000
1294.000	32.831	56.062	38.475	41.174	3.991	34.010	5.000	1.000	0.000
1295.000	32.837	56.061	38.464	41.143	3.992	34.060	5.000	1.000	0.000
1296.000	32.839	56.061	38.460	41.155	3.992	34.036	5.000	1.000	0.000
1297.000	32.843	56.057	38.453	41.145	3.993	34.041	5.000	1.000	0.000
1298.000	32.848	56.053	38.450	41.177	3.994	33.984	5.000	1.000	0.000
1299.000	32.852	56.052	38.442	41.170	3.994	34.029	5.000	1.000	0.000
1300.000	32.853	56.054	38.434	41.150	3.995	34.022	5.000	1.000	0.000
1301.000	32.860	56.049	38.424	41.142	3.996	33.983	5.000	1.000	0.000
1302.000	32.865	56.047	38.409	41.102	3.996	34.018	5.000	1.000	0.000
1303.000	32.868	56.046	38.403	41.122	3.997	34.030	5.000	1.000	0.000
1304.000	32.870	56.038	38.394	41.110	3.997	34.113	5.000	1.000	0.000
1305.000	32.878	56.038	38.384	41.107	3.998	34.070	5.000	1.000	0.000
1306.000	32.886	56.038	38.379	41.122	3.999	34.078	5.000	1.000	0.000
1307.000	32.888	56.035	38.368	41.104	4.000	33.977	5.000	1.000	0.000
1308.000	32.895	56.033	38.362	41.084	4.000	33.886	5.000	1.000	0.000
1309.000	32.897	56.030	38.353	41.073	4.001	33.954	5.000	1.000	0.000
1310.000	32.901	56.032	38.349	41.070	4.002	33.918	5.000	1.000	0.000
1311.000	32.908	56.023	38.340	41.068	4.002	33.890	5.000	1.000	0.000
1312.000	32.912	56.022	38.334	41.075	4.003	33.970	5.000	1.000	0.000
1313.000	32.918	56.022	38.325	41.041	4.003	34.053	5.000	1.000	0.000
1314.000	32.920	56.025	38.316	41.040	4.004	34.051	5.000	1.000	0.000
1315.000	32.927	56.018	38.308	41.030	4.006	34.081	5.000	1.000	0.000
1316.000	32.928	56.016	38.301	41.030	4.009	34.052	5.000	1.000	0.000
1317.000	32.929	56.013	38.291	41.027	4.012	33.969	5.000	1.000	0.000
1318.000	32.922	56.008	38.286	41.039	4.014	33.831	5.000	1.000	0.000
1319.000	32.919	56.007	38.276	41.027	4.015	33.757	5.000	1.000	0.000
1320.000	32.921	56.004	38.269	41.020	4.014	33.836	5.000	1.000	0.000
1321.000	32.915	56.001	38.268	41.030	4.014	33.766	5.000	1.000	0.000
1322.000	32.913	55.999	38.259	41.004	4.014	33.828	5.000	1.000	0.000
1323.000	32.915	55.993	38.251	40.985	4.014	33.865	5.000	1.000	0.000
1324.000	32.918	55.992	38.245	40.959	4.015	33.894	5.000	1.000	0.000
1325.000	32.917	55.992	38.237	40.962	4.015	33.903	5.000	1.000	0.000
1326.000	32.914	55.991	38.229	40.949	4.016	34.007	5.000	1.000	0.000
1327.000	32.910	55.995	38.219	40.935	4.016	33.949	5.000	1.000	0.000
1328.000	32.908	55.990	38.215	40.938	4.017	33.980	5.000	1.000	0.000
1329.000	32.907	55.980	38.208	40.939	4.017	33.975	5.000	1.000	0.000
1330.000	32.904	55.979	38.203	40.937	4.018	33.982	5.000	1.000	0.000
1331.000	32.907	55.980	38.195	40.917	4.018	33.905	5.000	1.000	0.000
1332.000	32.909	55.975	38.195	40.920	4.018	33.920	5.000	1.000	0.000
1333.000	32.905	55.974	38.188	40.902	4.019	33.841	5.000	1.000	0.000
1334.000	32.901	55.967	38.183	40.887	4.019	33.836	5.000	1.000	0.000
1335.000	32.897	55.967	38.177	40.887	4.020	33.752	5.000	1.000	0.000
1336.000	32.897	55.963	38.167	40.886	4.020	33.745	5.000	1.000	0.000
1337.000	32.891	55.962	38.161	40.892	4.021	33.814	5.000	1.000	0.000
1338.000	32.891	55.967	38.151	40.863	4.021	33.778	5.000	1.000	0.000
1339.000	32.890	55.960	38.147	40.854	4.022	33.880	5.000	1.000	0.000
1340.000	32.893	55.959	38.140	40.843	4.022	33.922	5.000	1.000	0.000
1341.000	32.892	55.958	38.135	40.847	4.023	33.912	5.000	1.000	0.000
1342.000	32.887	55.951	38.131	40.850	4.023	33.967	5.000	1.000	0.000
1343.000	32.889	55.950	38.126	40.849	4.023	33.980	5.000	1.000	0.000
1344.000	32.889	55.954	38.121	40.853	4.024	34.000	5.000	1.000	0.000
1345.000	32.892	55.951	38.116	40.843	4.024	34.027	5.000	1.000	0.000
1346.000	32.895	55.946	38.108	40.831	4.025	33.972	5.000	1.000	0.000
1347.000	32.887	55.945	38.105	40.832	4.025	34.001	5.000	1.000	0.000
1348.000	32.889	55.942	38.097	40.833	4.026	33.969	5.000	1.000	0.000
1349.000	32.891	55.937	38.089	40.819	4.026	33.929	5.000	1.000	0.000
1350.000	32.886	55.942	38.083	40.792	4.027	33.969	5.000	1.000	0.000
1351.000	32.883	55.941	38.077	40.788	4.027	33.876	5.000	1.000	0.000
1352.000	32.890	55.934	38.072	40.789	4.027	33.896	5.000	1.000	0.000
1353.000	32.894	55.927	38.071	40.797	4.028	33.933	5.000	1.000	0.000
1354.000	32.890	55.927	38.060	40.771	4.028	33.934	5.000	1.000	0.000
1355.000	32.894	55.921	38.053	40.773	4.029	33.967	5.000	1.000	0.000
1356.000	32.894	55.923	38.047	40.789	4.029	33.957	5.000	1.000	0.000
1357.000	32.896	55.922	38.037	40.779	4.029	33.984	5.000	1.000	0.000
1358.000	32.897	55.922	38.037	40.779	4.030	33.999	5.000	1.000	0.000
1359.000	32.902	55.918	38.031	40.793	4.032	34.024	5.000	1.000	0.000
1360.000	32.907	55.918	38.024	40.809	4.034	34.014	5.000	1.000	0.000
1361.000	32.913	55.913	38.020	40.797	4.035	34.036	5.000	1.000	0.000
1362.000	32.911	55.920	38.008	40.773	4.037	34.024	5.000	1.000	0.000
1363.000	32.904	55.914	38.006	40.787	4.038	34.092	5.000	1.000	0.000
1364.000	32.907	55.910	38.001	40.776	4.039	34.102	5.000	1.000	0.000
1365.000	32.915	55.912	37.997	40.772	4.039	34.011	5.000	1.000	0.000
1366.000	32.918	55.918	37.986	40.752	4.040	33.988	5.000	1.000	0.000
1367.000	32.921	55.903	37.988	40.769	4.040	33.987	5.000	1.000	0.000
1368.000	32.920	55.907	37.982	40.767	4.041	34.049	5.000	1.000	0.000
1369.000	32.925	55.901	37.971	40.739	4.041	33.978	5.000	1.000	0.000
1370.000	32.923	55.901	37.970	40.749	4.041	34.010	5.000	1.000	0.000
1371.000	32.928	55.900	37.962	40.743	4.042	33.986	5.000	1.000	0.000
1372.000	32.931	55.894	37.953	40.720	4.042	33.897	5.000	1.000	0.000
1373.000	32.926	55.889	37.952	40.726	4.042	34.026	5.000	1.000	0.000
1374.000	32.926	55.893	37.945	40.729	4.043	33.974	5.000	1.000	0.000
1375.000	32.929	55.892	37.937	40.712	4.043	34.074	5.000	1.000	0.000
1376.000	32.931	55.891	37.933	40.715	4.043	33.988	5.000	1.000	0.000
1377.000	32.931	55.894	37.928	40.715	4.044	33.996	5.000	1.000	0.000
1378.000	32.927	55.888	37.921	40.707	4.044	34.069	5.000	1.000	0.000
1379.000	32.927	55.883	37.918	40.715	4.045	34.004	5.000	1.000	0.000
1380.000	32.929	55.884	37.911	40.714	4.045	33.908	5.000	1.000	0.000
1381.000	32.926	55.885	37.905	40.702	4.045	33.869	5.000	1.000	0.000
1382.000	32.926	55.881	37.904	40.704	4.046	33.848	5.000	1.000	0.000
1383.000	32.928	55.876	37.899	40.692	4.046	33.860	5.000	1.000	0.000
1384.000	32.924	55.876	37.894	40.672	4.046	33.899	5.000	1.000	0.000
1385.000	32.922	55.872	37.890	40.704	4.047	33.873	5.000	1.000	0.000
1386.000	32.923	55.869	37.882	40.688	4.047	33.839	5.000	1.000	0.000
1387.000	32.918	55.870	37.874	40.675	4.047	33.788	5.000	1.000	0.000
1388.000	32.916	55.868	37.870	40.683	4.048	33.799	5.000	1.000	0.000
1389.000	32.913	55.866	37.858	40.666	4.048	33.855	5.000	1.000	0.000
1390.000	32.911	55.864	37.856	40.677	4.048	33.872	5.000	1.000	0.000
1391.000	32.909	55.861	37.848	40.663	4.049	33.850	5.000	1.000	0.000
1392.000	32.908	55.860	37.841	40.645	4.049	33.870	5.000	1.000	0.000
1393.000	32.911	55.853	37.837	40.657	4.049	33.853	5.000	1.000	0.000
1394.000	32.907	55.851	37.829	40.637	4.049	33.868	5.000	1.000	0.000
1395.000	32.906	55.846	37.825	40.624	4.050	33.849	5.000	1.000	0.000
1396.000	32.907	55.851	37.816	40.622	4.050	33.832	5.000	1.000	0.000
1397.000	32.906	55.847	37.816	40.619	4.051	33.830	5.000	1.000	0.000
